epoch;acc;loss;coder
0;64.84022521972656;0.9249711503141947;0.0074607672855452915
1;73.9080810546875;0.5858002010665891;0.006257877783483788
2;76.41181945800781;0.5042354263840321;0.006846165280104208
3;78.43193817138672;0.44876225308421813;0.006491140493251473
4;80.07758331298828;0.40475691930596847;0.006127923129998183
5;81.1136703491211;0.3773075746242006;0.006381185690831506
6;82.26394653320312;0.34633213910497457;0.005953233788847048
7;83.4175796508789;0.3226754499950873;0.006230278523374137
8;84.21857452392578;0.2978278076854297;0.006630057545485431
9;84.91712951660156;0.2895763622366434;0.006172838581102613
10;85.74835205078125;0.27359568267598766;0.006682956890424023
11;86.05733489990234;0.2617687286102482;0.005916287724019835
12;87.01113891601562;0.2452319699703693;0.006011202037849906
13;87.4040756225586;0.23578745803082973;0.005968421809217019
14;87.46117401123047;0.23666935451497031;0.006082365234187103
15;88.16980743408203;0.2216955315210271;0.006121710247341762
16;88.03043365478516;0.224410466045455;0.005887018015489929
17;88.77936553955078;0.21143472246167977;0.006074384182410821
18;89.28817749023438;0.20370230644106077;0.006444282912961386
19;89.56861114501953;0.19439640569047514;0.006110558381551211
20;90.61981201171875;0.17277165162591548;0.005427155934275573
21;91.08999633789062;0.16200590134592827;0.006308409117689076
22;91.45606994628906;0.15880836010188437;0.005449177622765078
23;91.50308227539062;0.15650016516664764;0.0057093101161062474
24;91.84061431884766;0.1505886882979456;0.005453186045885907
25;91.87419891357422;0.1496383756906111;0.005200398880413154
26;91.94304656982422;0.1474146167299695;0.004940554936269143
27;92.21675872802734;0.14634185940504166;0.004936240064841778
28;92.40315246582031;0.13918039630825452;0.0059402027094955295
29;92.38468170166016;0.1414236954163489;0.0061518811517069175
30;92.48711395263672;0.13708102426745766;0.005774406009059823
31;92.64496612548828;0.13591304290757264;0.0057764686449527205
32;92.72892761230469;0.1360825571110482;0.005118583055854202
33;92.70541381835938;0.1349980794339989;0.005254019409925062
34;92.87669372558594;0.13525937024815288;0.005326553546372045
35;93.0194320678711;0.12942271139491177;0.005168736443653953
36;93.03622436523438;0.13069720136560992;0.005622757474364539
37;93.03790283203125;0.12625332347263857;0.00588600589907505
38;93.00767517089844;0.1294206092736066;0.005396234921805634
39;93.08492279052734;0.1283322121244308;0.0050383716949535615
40;93.62059783935547;0.11669798138560969;0.005723200169167681
41;93.99002838134766;0.11220327889658821;0.0043959184294753775
42;94.07734680175781;0.11142946195201857;0.005843706062299631
43;94.16970825195312;0.11346495831982198;0.005438787174758134
44;94.27549743652344;0.10642649598244634;0.004998272756883951
45;94.12100982666016;0.10956337981634048;0.005028202201933311
46;94.27717590332031;0.10536040269409294;0.0049366750498326135
47;94.29228973388672;0.10811878176523412;0.00495629594633536
48;94.38297271728516;0.10528986404460415;0.005197728928429712
49;94.35442352294922;0.10612938663932119;0.005306365652566064
50;94.46525573730469;0.10379829394412188;0.004922417939290782
51;94.3863296508789;0.10661357258600732;0.004957903234410675
52;94.44174194335938;0.10214061110526661;0.00525753754390577
53;94.4937973022461;0.10325413721094165;0.004741387256869192
54;94.40647888183594;0.10298612552775095;0.005384461046200039
55;94.60295104980469;0.10256303092231939;0.005860880964883431
56;94.68523406982422;0.09944525093570351;0.004933820952616623
57;94.60630798339844;0.1017115192489994;0.004844808789781374
58;94.82964324951172;0.09854637941673712;0.0053727127731369876
59;94.72553253173828;0.09892764619126576;0.0051327294402413876
60;94.97406005859375;0.0968545177034286;0.005192428913863688
61;95.00932312011719;0.09461446327082454;0.005219376300780956
62;95.08992767333984;0.09034215781350827;0.004698447578730158
63;95.0311508178711;0.09267557573943844;0.005723310497088912
64;95.20747375488281;0.09012031435718268;0.004356515377460164
65;95.05298614501953;0.0926731419344897;0.0046290855632236914
66;95.26288604736328;0.09184396571186083;0.0055317005432173934
67;95.08489227294922;0.09343342548127247;0.005341572951486602
68;95.30654907226562;0.08941435782387944;0.005871612601713722
69;95.30319213867188;0.08937910183876584;0.004641474516905697
70;95.23770141601562;0.08937470549019573;0.004732086855915479
71;95.25952911376953;0.09173482030659388;0.005216613406898878
72;95.11847686767578;0.0906466236247782;0.005233173388297471
73;95.30487060546875;0.08735485325092043;0.004107634971484964
74;95.1554183959961;0.08964353636635579;0.004838904675019142
75;95.29647064208984;0.08794068829571598;0.005123962362784146
76;95.17892456054688;0.08747897777025834;0.004787888549997277
77;95.54331970214844;0.0847582741625354;0.004739466786927071
78;95.48958587646484;0.08524879191359618;0.005502985477371441
79;95.29814910888672;0.09122634761096622;0.00505252558647224
80;95.44424438476562;0.08567156055584513;0.004485302627145692
81;95.3989028930664;0.08610372027190426;0.00486167781907616
82;95.41065979003906;0.08741289809351453;0.004821667369522097
83;95.41401672363281;0.08529954135985449;0.004724792715115935
84;95.53491973876953;0.08543572930498981;0.0048079327269566615
85;95.58698272705078;0.08379611288922069;0.0041468112436460446
86;95.50973510742188;0.08096349939266798;0.0046082373653874905
87;95.52149200439453;0.08341328073596056;0.00477230363992261
88;95.6608657836914;0.08295910156955126;0.004877094481726465
