epoch;acc;loss;coder
0;64.80496215820312;0.9299343761630116;0.027250380404431788
1;73.65619659423828;0.5849508791443795;0.027645874534097097
2;76.69393157958984;0.4965005554199395;0.027882872149316982
3;78.66870880126953;0.44176214878345843;0.024394901987347315
4;79.991943359375;0.4054593054930494;0.02656211183684929
5;81.06161499023438;0.371490300687578;0.025556727171612816
6;82.5124740600586;0.3429451615230853;0.02340505535549602
7;83.37895202636719;0.3217395718018696;0.02726858817060313
8;84.04057312011719;0.305152542256674;0.024510869184983002
9;84.88018798828125;0.28840831262558164;0.024848556845248716
10;85.61904907226562;0.27212329943837354;0.023366770763981422
11;86.24540710449219;0.2613130491636968;0.02667210195105021
12;86.6668930053711;0.24732520570142613;0.024654437259683616
13;87.31507873535156;0.23547527737512278;0.022850943363170673
14;87.6962661743164;0.2326719522182432;0.02348120546935878
15;88.2403335571289;0.22096966802313198;0.027775317612660166
16;88.38642883300781;0.21666465324910408;0.021841870613621497
17;89.0027084350586;0.2054229835591463;0.021772259540460654
18;89.18910217285156;0.2016856808148632;0.021385839600156362
19;89.57532501220703;0.19421917291070387;0.021079195166104178
20;90.97077178955078;0.16609136909594258;0.022295638201981435
21;91.00435638427734;0.16608768270165092;0.022837359188277645
22;91.52491760253906;0.1588928503947415;0.022328513833815816
23;91.4359130859375;0.15665743644787092;0.022740719914966817
24;91.73986053466797;0.1524008803739069;0.02205380320907334
25;91.87083435058594;0.15205391894615786;0.021647819222432016
26;92.14958953857422;0.1487469178861868;0.020107251455560804
27;92.17981719970703;0.14483892196971954;0.02073121278849007
28;92.24026489257812;0.14252426614474253;0.02061474885078336
29;92.24026489257812;0.14365008274667443;0.019520457852959916
30;92.45185089111328;0.1412923576465448;0.02258218692969728
31;92.559326171875;0.137301532928329;0.02028749668656828
32;92.63153076171875;0.13722124155291449;0.022101200017674287
33;92.6819076538086;0.13629962552628913;0.02112193176246759
34;92.99928283691406;0.13376596987841002;0.0206252496908943
35;92.93547058105469;0.1316649404519495;0.022680144514001164
36;93.06645202636719;0.1291296820062864;0.01891775907203974
37;93.14033508300781;0.12705463181965113;0.018092456025307856
38;93.1940689086914;0.12506288922543077;0.019885289976513596
39;93.45938873291016;0.12157344116383668;0.02194835682477469
40;93.79187774658203;0.1182414389025348;0.020541118361607973
41;93.92957305908203;0.11549215258790277;0.018204827984943453
42;94.1629867553711;0.11120302027074462;0.019935619149271566
43;94.01017761230469;0.11477137840319031;0.021777762585756363
44;94.02696990966797;0.10797964970955742;0.0203534743501242
45;94.30404663085938;0.10891490812697072;0.017775271216563214
46;94.45685577392578;0.10477611585435366;0.021286918143858063
47;94.18314361572266;0.10787701856225018;0.01969709620580353
48;94.36953735351562;0.10391554102941924;0.01964896756698558
49;94.433349609375;0.10244824836799951;0.018622711894634325
50;94.47196960449219;0.10352345898216216;0.018872236310099495
51;94.4316635131836;0.10219812394220655;0.017578213639776685
52;94.62813568115234;0.10078487873309601;0.020672698720244444
53;94.639892578125;0.10114935340919341;0.017642625231852636
54;94.55257415771484;0.10417060486529309;0.017928988984088706
55;94.5307388305664;0.10109051493598008;0.016044949281546164
56;94.5861587524414;0.10035382032822794;0.019109065212476135
57;94.66676330566406;0.09854012060049;0.019209522265827114
58;94.64997100830078;0.10248740283121983;0.017690394507677808
59;94.67515563964844;0.09885050354711583;0.019104965079315354
60;94.84475708007812;0.09636901533119632;0.017523451963221044
61;94.90689086914062;0.09720542445701026;0.0156787946086849
62;95.13694763183594;0.09111689146953363;0.01780214041611107
63;95.08489227294922;0.09089079149783297;0.018450863317198897
64;95.0244369506836;0.09481792428989806;0.018386456361295548
65;95.13190460205078;0.09323790583814158;0.02008902207743849
66;95.13526916503906;0.09301466635612894;0.0171383380693716
67;95.1705322265625;0.09001015505758822;0.01783993682825936
68;95.17556762695312;0.08997450340630862;0.017574029358882103
69;95.37371826171875;0.08952656542071187;0.01722919533431717
70;95.22930145263672;0.0872854872034414;0.01768324899764744
71;95.13358306884766;0.09132102717470637;0.01940538346085812
72;95.24777221679688;0.08801005571758823;0.02081323500530411
73;95.27632141113281;0.08829409900288088;0.015501032656152847
74;95.17221069335938;0.09022928678645702;0.01607980270597613
75;95.32837677001953;0.08701841944904604;0.017927673815423775
76;95.2998275756836;0.08870055102375768;0.016132193681377062
77;95.17221069335938;0.09089885562284473;0.01815731051574676
78;95.35860443115234;0.08682443109039897;0.017037030066657702
79;95.26456451416016;0.0892776430881273;0.019211751604253955
80;95.54667663574219;0.08266340156353108;0.018439316382842692
81;95.48118591308594;0.08489702885758377;0.017538114884496588
82;95.54835510253906;0.08232843546463527;0.015507306547717894
83;95.39386749267578;0.08467192900071518;0.016675930703125307
84;95.508056640625;0.084653129244622;0.014279959071735673
85;95.48118591308594;0.08588562110297472;0.01730990205967577
86;95.68101501464844;0.07996744269306871;0.01960109885366567
87;95.7229995727539;0.07984074128929032;0.017899197446407354
88;95.55843353271484;0.0822618448769415;0.0157324986613685
89;95.58866119384766;0.08041009379172694;0.016430262063897243
90;95.66590118408203;0.08244991032828787;0.014899662808285691
91;95.54835510253906;0.08430300470191292;0.019496822726109777
92;95.54835510253906;0.08160574738089459;0.01994724159258659
93;95.6675796508789;0.08153625907697729;0.016932209733811612
94;95.61552429199219;0.0823174684801147;0.018357329186547467
95;95.68773651123047;0.07978626498782511;0.015314206857068403
96;95.81367492675781;0.07966417933351733;0.01895810547820811
97;95.70285034179688;0.08168248820790508;0.015710769633526498
98;95.8606948852539;0.07726944773154155;0.019176010124565393
99;95.714599609375;0.07925653961169782;0.017449962353338427
